fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,id,team,home,date
45-94,12-37,31-41,13,46,59,33,3,15,16,33,133,401070849,76ers,1,2018-11-09
43-85,11-28,16-18,6,40,46,24,6,8,12,26,113,401070865,Hornets,0,2018-11-11
38-104,12-44,15-19,22,29,51,21,5,4,10,18,103,401070865,Pistons,1,2018-11-11
33-95,8-41,15-19,12,25,37,22,12,4,9,11,89,401070880,Hornets,0,2018-11-13
45-85,13-24,10-12,14,46,60,23,5,3,19,20,113,401070880,Cavaliers,1,2018-11-13
39-93,11-35,33-38,9,44,53,23,9,6,19,24,122,401070906,76ers,0,2018-11-17
42-99,10-31,25-27,9,40,49,23,10,3,17,29,119,401070906,Hornets,1,2018-11-17
41-84,11-33,16-17,10,27,37,26,5,7,14,19,109,401070933,Pacers,0,2018-11-21
45-80,18-29,19-22,6,30,36,30,7,3,12,15,127,401070933,Hornets,1,2018-11-21
43-94,6-31,12-14,11,35,46,24,8,5,13,21,104,401070955,Hornets,0,2018-11-23
41-93,11-33,16-24,11,35,46,24,6,2,14,18,109,401070955,Thunder,1,2018-11-23
37-90,16-46,17-21,10,38,48,25,7,5,14,22,107,401070975,Bucks,0,2018-11-26
38-81,13-29,21-30,5,39,44,21,9,5,11,22,110,401070975,Hornets,1,2018-11-26
44-81,18-40,13-18,6,35,41,32,5,5,14,13,119,401071001,Jazz,0,2018-11-30
47-95,9-28,8-13,7,31,38,19,8,3,8,17,111,401071001,Hornets,1,2018-11-30
44-86,11-32,20-24,9,41,50,30,6,5,17,25,119,401071019,Pelicans,0,2018-12-02
39-91,10-36,21-28,11,30,41,25,9,6,11,19,109,401071019,Hornets,1,2018-12-02
40-98,12-33,12-15,13,27,40,27,7,1,10,15,104,401071043,Hornets,0,2018-12-05
48-89,12-24,13-20,10,40,50,34,6,11,15,15,121,401071043,Timberwolves,1,2018-12-05
39-101,8-35,21-26,20,35,55,24,6,12,9,28,107,401071049,Nuggets,0,2018-12-07
33-86,13-35,34-38,13,35,48,20,8,9,9,20,113,401071049,Hornets,1,2018-12-07
42-87,12-34,23-27,6,36,42,19,11,4,12,17,119,401071071,Hornets,0,2018-12-09
44-93,13-26,6-7,8,33,41,28,5,2,17,25,107,401071071,Knicks,1,2018-12-09
40-86,13-34,14-21,10,39,49,23,4,10,14,26,107,401071086,Pistons,0,2018-12-12
35-85,9-28,29-37,6,36,42,21,7,5,7,17,108,401071086,Hornets,1,2018-12-12
47-98,12-34,20-31,9,37,46,27,11,8,10,16,126,401071102,Knicks,0,2018-12-14
48-102,20-48,8-10,9,42,51,38,7,5,16,23,124,401071102,Hornets,1,2018-12-14
49-92,14-34,16-24,10,42,52,34,12,6,15,20,128,401071111,Lakers,0,2018-12-15
39-92,7-29,15-18,9,29,38,22,3,6,18,19,100,401071111,Hornets,1,2018-12-15
41-85,10-23,7-12,4,31,35,24,8,6,7,18,99,401071136,Cavaliers,0,2018-12-19
47-92,10-25,6-9,13,38,51,24,4,5,12,14,110,401071136,Hornets,1,2018-12-19
32-82,8-34,14-22,12,29,41,21,8,5,14,22,86,401071150,Pistons,0,2018-12-21
33-75,12-24,20-28,11,32,43,19,7,5,16,23,98,401071150,Hornets,1,2018-12-21
47-90,13-31,19-24,10,31,41,22,9,4,16,29,126,401071204,Hornets,0,2018-12-29
48-93,13-37,21-24,9,33,42,35,8,6,12,18,130,401071204,Wizards,1,2018-12-29
38-92,10-35,14-19,13,35,48,22,6,5,11,21,100,401071219,Magic,0,2018-12-31
42-85,11-24,30-33,6,40,46,29,8,1,8,16,125,401071219,Hornets,1,2018-12-31
44-95,18-45,16-18,12,45,57,31,9,4,10,14,122,401071230,Mavericks,0,2019-01-02
32-90,6-32,14-19,12,34,46,23,4,3,14,20,84,401071230,Hornets,1,2019-01-02
39-82,11-29,21-26,12,35,47,22,7,4,17,18,110,401071252,Hornets,0,2019-01-05
47-102,14-39,15-20,17,29,46,30,10,6,7,19,123,401071252,Nuggets,1,2019-01-05
44-91,7-25,24-34,14,32,46,22,9,1,15,21,119,401071266,Hornets,0,2019-01-06
43-83,10-25,17-19,3,33,36,23,8,4,14,25,113,401071266,Suns,1,2019-01-06
36-90,12-33,25-29,10,33,43,20,5,5,11,20,109,401071282,Hornets,0,2019-01-08
48-93,14-30,18-21,7,38,45,28,6,11,10,24,128,401071282,Clippers,1,2019-01-08
44-101,11-33,9-12,5,34,39,28,4,6,12,23,108,401070217,Bulls,0,2018-10-18
44-93,12-36,27-30,11,44,55,30,10,8,13,17,127,401070217,76ers,1,2018-10-18
41-101,18-40,18-23,18,31,49,21,4,4,9,23,118,401070714,Pistons,0,2018-10-20
44-87,7-21,21-26,5,36,41,26,4,3,11,20,116,401070714,Bulls,1,2018-10-20
41-80,13-23,14-21,7,27,34,18,6,4,19,29,109,401070725,Bulls,0,2018-10-22
40-93,15-47,20-21,13,28,41,25,8,2,15,16,115,401070725,Mavericks,1,2018-10-22
53-96,24-45,19-26,8,41,49,34,9,7,7,29,149,401070772,Warriors,0,2018-10-29
46-94,11-35,21-34,12,32,44,25,6,3,9,19,124,401070772,Bulls,1,2018-10-29
45-99,7-26,11-18,17,39,56,24,7,9,16,16,108,401070787,Nuggets,0,2018-10-31
39-92,16-34,13-18,10,33,43,27,7,6,13,23,107,401070787,Bulls,1,2018-10-31
40-85,7-26,20-22,9,33,42,21,8,9,11,13,107,401070801,Pacers,0,2018-11-02
42-89,13-31,8-9,11,32,43,33,2,7,14,20,105,401070801,Bulls,1,2018-11-02
35-83,13-42,13-20,10,35,45,21,13,5,18,22,96,401070810,Rockets,0,2018-11-03
28-71,6-23,26-27,4,33,37,15,13,4,19,18,88,401070810,Bulls,1,2018-11-03
43-95,8-30,22-30,11,37,48,15,9,9,19,22,116,401070824,Bulls,0,2018-11-05
41-106,7-26,26-29,21,41,62,20,7,6,17,27,115,401070824,Knicks,1,2018-11-05
38-96,9-31,13-17,7,39,46,18,9,7,11,16,98,401070840,Bulls,0,2018-11-07
42-94,11-30,12-17,11,44,55,32,5,10,15,18,107,401070840,Pelicans,1,2018-11-07
39-91,8-21,12-18,15,38,53,15,5,6,12,17,98,401070859,Cavaliers,0,2018-11-10
39-82,7-18,14-21,5,33,38,20,7,5,11,19,99,401070859,Bulls,1,2018-11-10
37-79,10-33,19-29,7,42,49,18,11,7,19,22,103,401070874,Mavericks,0,2018-11-12
35-89,8-33,20-22,8,37,45,16,11,3,17,26,98,401070874,Bulls,1,2018-11-12
41-94,13-33,9-13,4,32,36,22,8,3,12,15,104,401070904,Bulls,0,2018-11-16
47-93,18-43,11-17,11,44,55,28,8,8,16,14,123,401070904,Bucks,1,2018-11-16
48-89,14-35,12-13,8,46,54,31,14,10,23,24,122,401070911,Raptors,0,2018-11-17
30-86,8-27,15-21,7,27,34,21,13,3,22,19,83,401070911,Bulls,1,2018-11-17
48-98,10-34,10-10,6,30,36,28,9,5,13,20,116,401070938,Suns,0,2018-11-21
46-81,11-25,21-24,4,35,39,28,8,2,17,19,124,401070938,Bulls,1,2018-11-21
37-87,10-34,19-31,10,38,48,20,10,11,14,21,103,401070954,Heat,0,2018-11-23
35-94,7-28,19-20,11,40,51,23,8,6,17,23,96,401070954,Bulls,1,2018-11-23
32-81,10-33,22-31,6,34,40,22,7,4,13,19,96,401070962,Bulls,0,2018-11-24
42-103,7-34,20-23,21,38,59,22,7,5,13,23,111,401070962,Timberwolves,1,2018-11-24
45-93,10-30,8-9,7,39,46,29,7,2,10,16,108,401070978,Spurs,0,2018-11-26
42-90,14-33,9-11,5,38,43,23,6,5,11,12,107,401070978,Bulls,1,2018-11-26
40-89,11-37,22-29,9,36,45,28,9,3,11,23,113,401070991,Bulls,0,2018-11-28
43-87,12-35,18-24,8,40,48,29,6,8,12,23,116,401070991,Bucks,1,2018-11-28
37-86,3-21,11-14,7,33,40,25,5,7,15,20,88,401071002,Bulls,0,2018-11-30
41-92,13-34,12-16,13,39,52,24,5,5,13,17,107,401071002,Pistons,1,2018-11-30
39-88,8-32,19-24,7,34,41,15,11,6,13,22,105,401071015,Bulls,0,2018-12-01
42-84,16-41,21-30,6,41,47,23,8,7,14,21,121,401071015,Rockets,1,2018-12-01
37-94,11-31,5-5,12,32,44,26,8,2,18,23,90,401071031,Bulls,0,2018-12-04
35-76,6-22,20-24,6,39,45,22,10,6,18,13,96,401071031,Pacers,1,2018-12-04
43-94,10-28,16-24,14,37,51,25,12,6,22,22,112,401071054,Thunder,0,2018-12-07
43-82,12-25,16-23,5,34,39,25,15,6,20,26,114,401071054,Bulls,1,2018-12-07
40-88,16-37,12-15,10,32,42,28,16,4,16,15,108,401071075,Kings,0,2018-12-10
34-76,8-28,13-13,7,33,40,16,10,3,27,17,89,401071075,Bulls,1,2018-12-10
34-71,10-18,13-20,1,32,33,18,10,4,18,23,91,401071099,Bulls,0,2018-12-13
34-82,11-33,18-23,9,34,43,23,8,6,16,16,97,401071099,Magic,1,2018-12-13
37-86,6-29,18-21,8,32,40,16,12,8,7,20,98,401071114,Bulls,0,2018-12-15
32-73,7-21,22-26,7,34,41,18,3,5,15,18,93,401071114,Spurs,1,2018-12-15
38-85,8-22,12-16,13,28,41,20,10,7,23,31,96,401071128,Bulls,0,2018-12-17
43-89,8-21,27-33,17,32,49,24,14,2,19,21,121,401071128,Thunder,1,2018-12-17
28-86,8-33,16-24,13,34,47,20,4,5,8,22,80,401071155,Magic,0,2018-12-21
33-75,5-17,19-26,9,41,50,23,5,6,7,21,90,401071155,Bulls,1,2018-12-21
43-78,11-22,15-17,7,36,43,26,7,3,11,19,112,401071171,Bulls,0,2018-12-23
38-84,7-23,9-14,7,24,31,11,5,2,11,20,92,401071171,Cavaliers,1,2018-12-23
46-93,11-32,16-19,12,40,52,26,4,1,11,15,119,401071183,Timberwolves,0,2018-12-26
39-95,6-23,10-16,12,33,45,22,6,5,10,21,94,401071183,Bulls,1,2018-12-26
37-79,8-22,19-25,7,39,46,20,9,6,10,18,101,401071196,Bulls,0,2018-12-28
34-85,9-30,15-18,8,32,40,22,7,6,12,18,92,401071196,Wizards,1,2018-12-28
33-80,7-20,16-18,7,37,44,16,7,2,16,16,89,401071214,Bulls,0,2018-12-30
34-92,9-33,18-20,17,35,52,17,5,8,11,15,95,401071214,Raptors,1,2018-12-30
44-76,11-26,13-18,4,37,41,31,5,9,13,10,112,401071235,Magic,0,2019-01-02
36-86,7-20,5-8,5,27,32,18,8,0,11,17,84,401071235,Bulls,1,2019-01-02
49-93,9-28,12-17,9,31,40,25,7,3,13,17,119,401071245,Pacers,0,2019-01-04
47-91,12-28,10-13,8,32,40,30,10,2,17,23,116,401071245,Bulls,1,2019-01-04
43-93,9-22,17-19,10,27,37,22,5,3,12,18,112,401071291,Bulls,0,2019-01-09
47-83,11-26,19-21,6,37,43,28,6,7,16,21,124,401071291,Trail Blazers,1,2019-01-09
34-85,7-19,29-39,14,35,49,17,4,0,16,25,104,401070698,Cavaliers,0,2018-10-17
45-92,14-33,12-20,8,35,43,21,6,7,9,29,116,401070698,Raptors,1,2018-10-17
45-93,8-23,25-29,13,30,43,26,5,2,14,24,123,401070706,Cavaliers,0,2018-10-19
44-87,10-25,33-35,9,31,40,28,9,7,13,21,131,401070706,Timberwolves,1,2018-10-19
41-89,8-24,13-15,7,23,30,18,11,1,9,25,103,401070744,Cavaliers,0,2018-10-25
41-78,11-28,17-29,13,35,48,21,4,5,20,21,110,401070744,Pistons,1,2018-10-25
48-74,5-13,18-26,4,20,24,28,13,3,15,15,119,401070758,Pacers,0,2018-10-27
40-86,7-25,20-22,16,23,39,21,9,2,15,20,107,401070758,Cavaliers,1,2018-10-27
41-85,10-26,18-21,14,30,44,22,8,7,12,18,110,401070793,Nuggets,0,2018-11-01
34-83,5-18,18-19,13,22,35,18,11,4,13,22,91,401070793,Cavaliers,1,2018-11-01
41-80,10-23,8-12,8,34,42,20,8,2,18,17,100,401070823,Cavaliers,0,2018-11-05
39-87,11-34,13-15,10,30,40,22,11,5,15,16,102,401070823,Magic,1,2018-11-05
35-84,7-27,18-26,7,37,44,10,13,9,12,23,95,401070834,Thunder,0,2018-11-07
33-89,9-31,11-13,12,39,51,17,3,4,19,26,86,401070834,Cavaliers,1,2018-11-07
35-77,4-21,21-31,9,33,42,22,12,6,23,24,95,401070884,Cavaliers,0,2018-11-14
44-92,13-40,18-26,12,32,44,30,17,3,18,25,119,401070884,Wizards,1,2018-11-14
35-79,8-21,24-34,11,25,36,16,8,3,9,22,102,401070921,Cavaliers,0,2018-11-19
41-89,13-38,18-19,13,37,50,26,5,4,10,27,113,401070921,Pistons,1,2018-11-19
40-78,9-25,20-28,7,44,51,23,2,9,15,20,109,401070937,Lakers,0,2018-11-21
39-102,13-34,14-15,15,31,46,18,3,2,3,22,105,401070937,Cavaliers,1,2018-11-21
49-93,11-22,12-16,14,28,42,16,7,1,8,25,121,401070951,Cavaliers,0,2018-11-23
40-75,12-33,20-26,4,27,31,27,5,2,10,20,112,401070951,76ers,1,2018-11-23
37-74,15-39,19-28,8,23,31,18,5,4,16,19,108,401070960,Rockets,0,2018-11-24
44-90,7-22,22-29,20,29,49,15,11,2,13,24,117,401070960,Cavaliers,1,2018-11-24
40-86,8-26,14-19,8,31,39,18,8,8,8,18,102,401070976,Timberwolves,0,2018-11-26
36-86,10-31,13-14,9,31,40,24,4,3,16,18,95,401070976,Cavaliers,1,2018-11-26
35-89,9-23,4-9,7,36,43,20,4,1,12,19,83,401070994,Cavaliers,0,2018-11-28
41-86,6-27,12-15,8,42,50,25,5,11,13,18,100,401070994,Thunder,1,2018-11-28
39-80,7-26,21-25,6,36,42,15,5,5,10,19,106,401071014,Raptors,0,2018-12-01
34-88,5-22,22-25,11,33,44,14,6,0,11,23,95,401071014,Cavaliers,1,2018-12-01
45-85,18-34,21-24,9,37,46,29,6,5,8,17,129,401071036,Warriors,0,2018-12-05
39-89,11-32,16-23,12,29,41,17,7,2,10,19,105,401071036,Cavaliers,1,2018-12-05
56-98,13-29,4-7,10,25,35,31,6,5,9,18,129,401071053,Kings,0,2018-12-07
43-81,10-26,14-19,7,28,35,20,4,0,16,17,110,401071053,Cavaliers,1,2018-12-07
38-86,14-38,11-16,8,25,33,26,3,3,8,12,101,401071062,Wizards,0,2018-12-08
47-89,15-31,7-10,12,37,49,26,5,5,7,20,116,401071062,Cavaliers,1,2018-12-08
36-96,10-30,10-15,8,38,46,24,5,2,9,15,92,401071076,Cavaliers,0,2018-12-10
42-96,15-36,9-11,12,46,58,22,4,4,14,24,108,401071076,Bucks,1,2018-12-10
41-94,11-27,13-14,9,34,43,21,7,7,12,18,106,401071087,Knicks,0,2018-12-12
43-91,10-34,17-21,12,39,51,19,7,4,12,18,113,401071087,Cavaliers,1,2018-12-12
40-94,12-41,22-28,14,39,53,26,9,6,9,17,114,401071104,Bucks,0,2018-12-14
35-87,13-36,19-21,13,37,50,24,7,2,15,24,102,401071104,Cavaliers,1,2018-12-14
51-91,11-27,15-20,12,36,48,32,5,9,10,18,128,401071118,76ers,0,2018-12-16
41-88,12-30,11-17,6,27,33,28,8,0,12,20,105,401071118,Cavaliers,1,2018-12-16
38-91,6-31,10-13,12,39,51,19,7,5,9,16,92,401071132,Cavaliers,0,2018-12-18
37-93,4-22,13-21,14,38,52,21,7,9,9,12,91,401071132,Pacers,1,2018-12-18
39-82,9-24,23-30,11,29,40,20,5,5,11,23,110,401071151,Cavaliers,0,2018-12-21
48-91,9-31,21-26,13,31,44,21,9,5,8,23,126,401071151,Raptors,1,2018-12-21
33-93,9-29,12-15,19,34,53,19,9,1,16,21,87,401071184,Cavaliers,0,2018-12-26
36-72,5-22,18-24,3,31,34,22,7,9,12,16,95,401071184,Grizzlies,1,2018-12-26
31-81,13-37,19-22,9,33,42,21,6,2,14,15,94,401071197,Cavaliers,0,2018-12-28
48-91,10-31,12-16,10,35,45,29,8,5,7,21,118,401071197,Heat,1,2018-12-28
44-86,16-31,13-17,13,34,47,29,8,3,13,13,117,401071231,Heat,0,2019-01-02
34-75,13-31,11-13,2,20,22,23,8,3,12,16,92,401071231,Cavaliers,1,2019-01-02
42-82,14-35,19-22,8,39,47,28,6,9,11,19,117,401071243,Jazz,0,2019-01-04
32-82,11-21,16-17,7,32,39,14,6,1,13,21,91,401071243,Cavaliers,1,2019-01-04
47-81,14-27,25-29,10,34,44,29,13,7,14,18,133,401071255,Pelicans,0,2019-01-05
36-88,12-33,14-18,10,24,34,22,12,3,17,23,98,401071255,Cavaliers,1,2019-01-05
49-91,10-26,15-19,6,26,32,34,11,0,6,18,123,401071275,Pacers,0,2019-01-08
41-76,13-29,20-23,8,27,35,24,4,3,16,20,115,401071275,Cavaliers,1,2019-01-08
42-88,14-30,26-30,9,22,31,27,7,3,13,30,124,401071288,Cavaliers,0,2019-01-09
46-84,12-29,36-39,11,33,44,33,7,7,16,21,140,401071288,Pelicans,1,2019-01-09
38-88,10-33,14-20,10,28,38,28,7,5,9,16,100,401070216,Mavericks,0,2018-10-17
44-81,19-34,14-16,6,38,44,35,5,2,11,22,121,401070216,Suns,1,2018-10-17
44-84,14-27,34-40,6,27,33,23,10,3,17,30,136,401070715,Timberwolves,0,2018-10-20
49-98,17-50,25-34,15,27,42,29,8,8,16,28,140,401070715,Mavericks,1,2018-10-20
38-92,12-30,19-24,10,34,44,22,6,6,14,17,107,401070750,Mavericks,0,2018-10-26
44-91,11-27,17-20,12,38,50,23,10,5,12,22,116,401070750,Raptors,1,2018-10-26
42-80,10-25,19-22,8,35,43,25,8,6,18,27,113,401070765,Jazz,0,2018-10-28
38-91,9-28,19-25,12,31,43,24,6,3,13,19,104,401070765,Mavericks,1,2018-10-28
43-91,10-34,12-17,8,41,49,15,9,3,22,21,108,401070775,Mavericks,0,2018-10-29
42-91,9-20,20-21,5,36,41,27,17,2,17,19,113,401070775,Spurs,1,2018-10-29
43-86,13-29,14-19,10,30,40,24,5,5,23,24,113,401070790,Mavericks,0,2018-10-31
43-84,10-17,18-24,8,31,39,23,12,6,20,27,114,401070790,Lakers,1,2018-10-31
46-84,7-29,19-26,10,30,40,26,13,4,12,24,118,401070802,Knicks,0,2018-11-02
40-81,11-29,15-24,11,29,40,22,6,1,18,28,106,401070802,Mavericks,1,2018-11-02
37-87,11-35,15-20,5,27,32,27,8,6,10,24,100,401070831,Wizards,0,2018-11-06
39-82,15-34,26-27,10,40,50,25,4,6,17,22,119,401070831,Mavericks,1,2018-11-06
29-73,8-24,36-40,12,37,49,14,3,4,24,27,102,401070841,Mavericks,0,2018-11-07
43-89,13-37,18-26,8,27,35,31,12,10,11,32,117,401070841,Jazz,1,2018-11-07
38-97,9-34,11-18,26,27,53,17,9,2,16,19,96,401070863,Thunder,0,2018-11-10
43-77,14-29,11-17,4,34,38,31,9,5,16,23,111,401070863,Mavericks,1,2018-11-10
25-81,6-35,12-19,8,25,33,16,11,3,21,21,68,401070891,Jazz,0,2018-11-14
45-77,12-28,16-24,7,44,51,24,12,6,19,19,118,401070891,Mavericks,1,2018-11-14
42-94,9-33,16-17,12,35,47,24,6,6,12,27,109,401070913,Warriors,0,2018-11-17
40-86,10-34,22-34,8,38,46,18,6,5,10,18,112,401070913,Mavericks,1,2018-11-17
30-88,10-32,18-21,7,36,43,17,8,4,9,19,88,401070925,Mavericks,0,2018-11-19
37-79,12-30,12-14,5,40,45,29,8,11,15,21,98,401070925,Grizzlies,1,2018-11-19
46-85,17-34,19-24,10,27,37,27,10,7,14,17,128,401070990,Mavericks,0,2018-11-28
40-87,13-45,15-23,15,23,38,28,10,5,16,26,108,401070990,Rockets,1,2018-11-28
34-86,10-39,25-34,9,37,46,20,9,4,16,25,103,401071009,Mavericks,0,2018-11-30
42-86,9-30,21-32,9,38,47,23,8,3,17,29,114,401071009,Lakers,1,2018-11-30
42-95,9-24,17-22,8,36,44,23,9,5,10,22,110,401071022,Clippers,0,2018-12-02
42-95,8-23,22-26,17,47,64,20,6,5,16,21,114,401071022,Mavericks,1,2018-12-02
38-84,7-24,19-23,11,37,48,20,7,6,18,29,102,401071033,Trail Blazers,0,2018-12-04
38-88,11-30,24-35,15,35,50,25,11,4,13,19,111,401071033,Mavericks,1,2018-12-04
39-91,14-46,14-21,11,34,45,26,7,4,18,17,106,401071044,Mavericks,0,2018-12-05
51-92,17-29,13-20,5,41,46,36,12,6,11,15,132,401071044,Pelicans,1,2018-12-05
39-86,15-47,11-13,10,26,36,20,5,3,12,19,104,401071059,Rockets,0,2018-12-08
41-83,12-30,13-16,14,30,44,21,9,3,15,14,107,401071059,Mavericks,1,2018-12-08
32-89,8-28,4-5,7,35,42,18,8,2,15,18,76,401071078,Magic,0,2018-12-10
35-82,10-35,21-25,9,43,52,28,7,4,12,11,101,401071078,Mavericks,1,2018-12-10
31-78,5-33,22-33,14,39,53,14,7,4,23,19,89,401071100,Mavericks,0,2018-12-13
37-92,10-27,15-18,12,28,40,20,15,5,13,27,99,401071100,Suns,1,2018-12-13
46-98,9-31,19-21,11,36,47,20,6,7,9,26,120,401071121,Kings,0,2018-12-16
40-96,9-35,24-31,16,37,53,22,6,5,14,18,113,401071121,Mavericks,1,2018-12-16
40-86,15-37,23-30,6,27,33,26,8,1,8,17,118,401071135,Mavericks,0,2018-12-18
50-90,12-29,14-18,12,35,47,33,7,3,15,28,126,401071135,Nuggets,1,2018-12-18
43-92,10-28,25-33,16,29,45,24,8,0,11,30,121,401071149,Mavericks,0,2018-12-20
47-83,6-20,25-31,11,29,40,26,5,5,12,25,125,401071149,Clippers,1,2018-12-20
42-92,14-39,18-28,11,35,46,28,9,3,13,14,116,401071165,Mavericks,0,2018-12-22
45-98,15-43,15-16,15,39,54,34,7,7,13,23,120,401071165,Warriors,1,2018-12-22
43-103,12-34,20-28,8,41,49,22,1,2,9,20,118,401071176,Mavericks,0,2018-12-23
49-104,11-38,12-17,7,46,53,29,5,6,9,26,121,401071176,Trail Blazers,1,2018-12-23
42-90,12-27,23-30,7,32,39,25,4,2,10,27,119,401071185,Pelicans,0,2018-12-26
39-81,12-35,32-38,8,38,46,23,3,13,12,25,122,401071185,Mavericks,1,2018-12-26
37-78,15-32,23-33,11,28,39,19,7,6,16,22,112,401071199,Mavericks,0,2018-12-28
44-96,4-23,22-27,20,29,49,22,7,4,11,28,114,401071199,Pelicans,1,2018-12-28
40-93,9-38,14-21,7,32,39,17,15,2,11,23,103,401071215,Thunder,0,2018-12-30
37-81,14-39,17-22,9,40,49,21,8,3,23,19,105,401071215,Mavericks,1,2018-12-30
31-74,14-38,26-34,5,44,49,21,7,3,27,29,102,401071223,Mavericks,0,2018-12-31
46-103,6-24,24-35,11,35,46,22,13,3,10,30,122,401071223,Thunder,1,2018-12-31
38-88,9-31,15-23,9,40,49,27,4,3,15,23,100,401071254,Mavericks,0,2019-01-05
39-83,6-26,22-33,8,41,49,31,7,5,10,20,106,401071254,76ers,1,2019-01-05
41-94,8-29,17-27,11,33,44,28,12,2,13,20,107,401071272,Lakers,0,2019-01-07
36-86,8-30,17-24,14,38,52,12,10,7,18,20,97,401071272,Mavericks,1,2019-01-07
36-84,7-25,15-21,7,30,37,22,10,8,15,34,94,401071289,Suns,0,2019-01-09
30-70,12-34,32-45,8,34,42,21,7,5,19,17,104,401071289,Mavericks,1,2019-01-09
33-87,8-24,33-42,14,42,56,20,6,9,10,22,107,401070701,Nuggets,0,2018-10-17
35-88,8-28,20-24,9,38,47,21,3,9,12,32,98,401070701,Clippers,1,2018-10-17
29-77,11-39,22-35,10,30,40,20,6,4,19,26,91,401070716,Suns,0,2018-10-20
43-85,9-28,24-29,9,45,54,28,12,6,18,31,119,401070716,Nuggets,1,2018-10-20
36-79,7-29,19-24,6,34,40,22,4,6,18,29,98,401070720,Warriors,0,2018-10-21
35-86,6-32,24-42,13,34,47,21,11,4,8,22,100,401070720,Nuggets,1,2018-10-21
45-86,13-31,9-20,9,30,39,29,7,6,16,17,112,401070732,Kings,0,2018-10-23
51-99,11-30,13-15,15,34,49,31,11,3,12,22,126,401070732,Nuggets,1,2018-10-23
46-92,6-23,16-20,10,34,44,22,8,5,19,22,114,401070747,Nuggets,0,2018-10-25
46-92,10-29,19-23,9,33,42,27,13,3,13,19,121,401070747,Lakers,1,2018-10-25
43-82,11-24,14-20,7,37,44,28,8,5,22,25,111,401070776,Pelicans,0,2018-10-29
42-93,11-35,21-23,9,32,41,28,14,5,13,17,116,401070776,Nuggets,1,2018-10-29
33-81,6-31,16-24,10,30,40,22,12,7,12,21,88,401070812,Jazz,0,2018-11-03
41-83,9-28,12-19,8,40,48,32,8,0,17,26,103,401070812,Nuggets,1,2018-11-03
32-82,8-32,15-19,13,28,41,19,9,3,16,22,87,401070839,Nuggets,0,2018-11-07
30-70,8-21,21-25,8,28,36,19,7,7,17,22,89,401070839,Grizzlies,1,2018-11-07
48-84,17-34,8-13,5,36,41,27,10,7,12,17,121,401070868,Bucks,0,2018-11-11
41-89,18-38,14-20,10,29,39,27,8,5,10,16,114,401070868,Nuggets,1,2018-11-11
