fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,id,team,home,date
39-71,13-37,18-26,6,26,32,23,7,6,14,20,109,401070881,Rockets,0,2018-11-13
38-76,11-25,12-16,7,24,31,27,11,2,16,20,99,401070881,Nuggets,1,2018-11-13
46-95,15-39,8-13,10,33,43,30,5,6,13,23,115,401070909,Nuggets,0,2018-11-17
42-87,10-25,31-34,10,36,46,29,6,8,11,18,125,401070909,Pelicans,1,2018-11-17
40-94,12-41,6-9,13,30,43,30,6,4,17,20,98,401070926,Nuggets,0,2018-11-19
40-88,11-36,13-22,13,38,51,21,8,3,15,16,104,401070926,Bucks,1,2018-11-19
42-89,14-35,5-6,9,31,40,29,12,4,13,22,103,401070941,Nuggets,0,2018-11-21
35-79,9-32,22-26,8,32,40,24,8,3,17,15,101,401070941,Timberwolves,1,2018-11-21
32-79,8-32,15-19,4,33,37,24,7,2,13,19,87,401070957,Magic,0,2018-11-23
44-93,9-28,15-17,12,39,51,33,10,5,11,20,112,401070957,Nuggets,1,2018-11-23
39-95,10-30,17-24,15,39,54,26,6,9,14,20,105,401070963,Nuggets,0,2018-11-24
37-103,9-39,15-23,19,35,54,22,9,5,10,24,98,401070963,Thunder,1,2018-11-24
34-87,5-35,12-18,8,31,39,19,5,8,12,19,85,401070985,Lakers,0,2018-11-27
47-97,9-25,14-15,16,44,60,28,7,4,11,17,117,401070985,Nuggets,1,2018-11-27
40-87,14-30,19-26,13,28,41,28,11,3,11,21,113,401071010,Nuggets,0,2018-11-30
45-85,6-22,16-21,12,32,44,19,7,6,14,23,112,401071010,Trail Blazers,1,2018-11-30
40-89,11-28,15-24,15,34,49,32,9,2,20,14,106,401071028,Nuggets,0,2018-12-03
40-87,11-41,12-12,7,34,41,28,11,5,17,21,103,401071028,Raptors,1,2018-12-03
45-82,11-19,23-37,4,39,43,34,5,2,10,19,124,401071037,Nuggets,0,2018-12-05
45-95,20-49,8-8,6,34,40,30,4,4,9,23,118,401071037,Magic,1,2018-12-05
37-74,9-27,16-17,6,28,34,22,7,4,14,19,99,401071079,Grizzlies,0,2018-12-10
39-77,9-28,18-23,11,29,40,22,11,6,13,17,105,401071079,Nuggets,1,2018-12-10
37-90,7-19,17-29,19,24,43,14,9,4,13,17,98,401071107,Thunder,0,2018-12-14
42-83,11-34,14-15,12,36,48,29,8,6,20,24,109,401071107,Nuggets,1,2018-12-14
35-88,7-35,9-14,13,38,51,13,5,4,11,16,86,401071123,Raptors,0,2018-12-16
36-85,10-30,13-16,10,34,44,21,7,4,8,14,95,401071123,Nuggets,1,2018-12-16
41-97,9-31,20-25,13,24,37,21,10,5,9,16,111,401071160,Nuggets,0,2018-12-22
53-92,10-20,16-17,13,43,56,28,7,5,15,23,132,401071160,Clippers,1,2018-12-22
35-90,18-40,15-23,11,36,47,29,10,3,12,17,103,401071186,Nuggets,0,2018-12-26
42-90,10-32,17-22,7,43,50,29,6,4,10,17,111,401071186,Spurs,1,2018-12-26
40-89,8-27,11-20,12,26,38,23,14,3,10,19,99,401071200,Spurs,0,2018-12-28
39-85,10-29,14-17,16,36,52,29,5,4,20,20,102,401071200,Nuggets,1,2018-12-28
42-76,18-35,20-26,10,30,40,31,10,3,21,20,122,401071209,Nuggets,0,2018-12-29
49-91,11-29,9-14,12,25,37,29,15,5,13,21,118,401071209,Suns,1,2018-12-29
42-93,11-27,13-18,15,28,43,28,4,3,8,21,108,401071227,Knicks,0,2019-01-01
44-95,12-34,15-23,16,37,53,36,7,6,8,19,115,401071227,Nuggets,1,2019-01-01
41-89,14-39,21-30,16,38,54,24,3,3,14,20,117,401071240,Nuggets,0,2019-01-03
45-90,13-31,10-15,7,26,33,25,5,3,8,23,113,401071240,Kings,1,2019-01-03
44-93,7-29,18-21,14,32,46,26,7,3,14,21,113,401071269,Nuggets,0,2019-01-07
38-76,22-47,27-34,4,30,34,28,8,3,15,23,125,401071269,Rockets,1,2019-01-07
41-87,9-27,12-17,15,35,50,32,2,2,16,20,103,401071277,Nuggets,0,2019-01-08
38-83,8-31,15-25,9,29,38,24,9,8,6,18,99,401071277,Heat,1,2019-01-08
38-87,6-24,18-26,8,30,38,21,4,6,12,16,100,401071294,Clippers,0,2019-01-10
50-99,11-28,10-13,15,38,53,29,7,8,9,23,121,401071294,Nuggets,1,2019-01-10
49-98,14-43,20-28,8,40,48,32,3,8,11,24,132,401070730,76ers,0,2018-10-23
51-108,12-33,19-27,12,34,46,22,4,4,8,24,133,401070730,Pistons,1,2018-10-23
33-83,5-30,28-41,7,37,44,16,8,3,17,32,99,401070806,Pistons,0,2018-11-03
28-69,9-29,44-51,3,42,45,21,11,3,17,31,109,401070806,76ers,1,2018-11-03
44-98,12-31,20-31,9,41,50,24,10,8,17,26,120,401070821,Heat,0,2018-11-05
43-105,11-35,18-28,21,39,60,27,8,3,19,30,115,401070821,Pistons,1,2018-11-05
37-90,11-37,18-20,13,37,50,21,13,1,19,15,103,401070835,Pistons,0,2018-11-07
40-87,9-27,7-9,6,34,40,28,10,8,20,19,96,401070835,Magic,1,2018-11-07
44-91,10-33,8-13,7,32,39,24,8,5,17,24,106,401070887,Pistons,0,2018-11-14
45-92,4-20,10-17,12,37,49,23,9,3,20,19,104,401070887,Raptors,1,2018-11-14
40-85,16-34,28-37,15,22,37,20,8,1,16,26,124,401070939,Pistons,0,2018-11-21
40-72,13-33,33-36,5,31,36,18,8,7,15,25,126,401070939,Rockets,1,2018-11-21
41-98,10-36,19-21,17,27,44,22,6,7,14,26,111,401070948,Rockets,0,2018-11-23
40-88,7-27,29-40,14,35,49,18,11,5,13,18,116,401070948,Pistons,1,2018-11-23
42-82,8-25,15-21,10,32,42,22,6,6,17,22,107,401070968,Suns,0,2018-11-25
43-93,16-41,16-25,13,28,41,30,9,0,12,19,118,401070968,Pistons,1,2018-11-25
36-91,9-27,27-32,13,37,50,16,5,5,13,31,108,401070982,Knicks,0,2018-11-27
38-80,7-24,32-45,7,41,48,20,5,7,13,26,115,401070982,Pistons,1,2018-11-27
39-85,6-26,18-21,8,36,44,23,6,5,14,22,102,401071012,Warriors,0,2018-12-01
43-98,12-35,13-20,14,33,47,22,8,2,11,21,111,401071012,Pistons,1,2018-12-01
43-85,7-25,17-20,6,46,52,23,10,8,17,24,110,401071024,Thunder,0,2018-12-03
31-94,6-32,15-19,9,32,41,16,10,3,15,18,83,401071024,Pistons,1,2018-12-03
35-95,9-38,13-19,12,39,51,19,6,1,20,26,92,401071042,Pistons,0,2018-12-05
38-82,14-41,25-30,4,42,46,25,13,4,15,21,115,401071042,Bucks,1,2018-12-05
44-90,9-32,20-21,12,28,40,26,11,12,16,28,117,401071050,76ers,0,2018-12-07
37-89,7-28,30-37,17,32,49,22,10,3,16,24,111,401071050,Pistons,1,2018-12-07
42-79,12-30,20-23,8,39,47,27,5,8,18,19,116,401071068,Pelicans,0,2018-12-09
43-98,9-29,13-24,17,30,47,28,8,5,10,22,108,401071068,Pistons,1,2018-12-09
41-84,9-21,11-21,10,36,46,23,5,5,15,24,102,401071073,Pistons,0,2018-12-10
39-88,15-37,23-35,16,32,48,27,9,5,13,19,116,401071073,76ers,1,2018-12-10
44-88,9-25,10-15,5,32,37,33,8,10,10,19,107,401071124,Bucks,0,2018-12-17
39-88,14-35,12-15,10,35,45,25,3,2,16,20,104,401071124,Pistons,1,2018-12-17
46-94,20-48,17-28,8,36,44,26,3,2,13,25,129,401071144,Pistons,0,2018-12-19
45-103,9-33,24-29,11,38,49,22,8,4,7,27,123,401071144,Timberwolves,1,2018-12-19
38-83,9-33,10-13,6,25,31,17,14,4,16,21,95,401071178,Wizards,0,2018-12-26
37-80,14-37,18-19,11,35,46,25,8,4,23,20,106,401071178,Pistons,1,2018-12-26
34-91,9-36,11-12,16,28,44,25,7,6,22,22,88,401071194,Pistons,0,2018-12-28
53-87,5-19,14-20,7,36,43,33,11,5,13,17,125,401071194,Pacers,1,2018-12-28
39-92,8-31,21-23,17,34,51,21,6,2,11,21,107,401071212,Pistons,0,2018-12-30
40-85,7-24,22-24,9,36,45,21,7,4,13,20,109,401071212,Magic,1,2018-12-30
35-92,12-33,16-21,14,29,43,23,7,2,14,26,98,401071226,Pistons,0,2019-01-01
47-79,10-27,17-26,5,38,43,28,7,6,13,19,121,401071226,Bucks,1,2019-01-01
36-83,16-40,13-22,7,35,42,23,7,3,7,17,101,401071236,Pistons,0,2019-01-02
36-78,4-18,18-21,8,36,44,21,2,5,11,22,94,401071236,Grizzlies,1,2019-01-02
39-82,7-21,25-32,7,35,42,24,12,6,12,23,110,401071253,Jazz,0,2019-01-05
39-82,11-25,16-20,5,39,44,18,7,2,18,23,105,401071253,Pistons,1,2019-01-05
43-79,7-20,26-32,9,29,38,24,5,5,9,15,119,401071267,Spurs,0,2019-01-07
42-85,9-32,14-17,9,28,37,22,5,2,10,22,107,401071267,Pistons,1,2019-01-07
39-86,14-44,8-14,7,26,33,23,8,2,9,20,100,401071292,Pistons,0,2019-01-09
46-82,8-23,13-18,9,38,47,30,5,6,14,17,113,401071292,Lakers,1,2019-01-09
35-82,11-38,21-24,9,28,37,22,13,3,19,21,102,401071296,Pistons,0,2019-01-10
44-86,9-22,15-20,11,36,47,29,7,8,19,22,112,401071296,Kings,1,2019-01-10
33-91,10-37,24-37,16,29,45,21,12,6,14,21,100,401070214,Thunder,0,2018-10-16
42-95,7-26,17-18,17,41,58,28,7,7,21,29,108,401070214,Warriors,1,2018-10-16
49-87,10-19,16-18,8,35,43,27,10,6,16,23,124,401070220,Warriors,0,2018-10-19
40-89,19-46,24-29,10,28,38,24,11,4,16,19,123,401070220,Jazz,1,2018-10-19
39-86,9-34,16-18,12,33,45,24,8,1,21,21,103,401070728,Suns,0,2018-10-22
45-88,14-37,19-26,7,33,40,35,12,4,14,24,123,401070728,Warriors,1,2018-10-22
42-93,12-42,26-28,7,27,34,22,7,1,12,24,122,401070743,Wizards,0,2018-10-24
53-92,15-33,23-25,10,38,48,37,6,5,15,22,144,401070743,Warriors,1,2018-10-24
51-87,16-33,10-12,6,33,39,26,10,6,14,16,128,401070749,Warriors,0,2018-10-26
39-90,13-39,9-12,11,29,40,17,6,1,19,18,100,401070749,Knicks,1,2018-10-26
44-92,12-35,21-27,12,30,42,24,8,2,15,26,121,401070789,Pelicans,0,2018-10-31
47-89,16-32,21-30,12,34,46,39,10,4,17,24,131,401070789,Warriors,1,2018-10-31
38-101,13-45,10-14,8,31,39,25,8,4,5,16,99,401070805,Timberwolves,0,2018-11-02
43-88,13-34,17-22,12,49,61,31,3,9,16,16,116,401070805,Warriors,1,2018-11-02
38-83,9-27,16-21,4,26,30,31,8,8,10,19,101,401070828,Grizzlies,0,2018-11-05
41-81,13-24,22-23,8,38,46,29,4,4,13,25,117,401070828,Warriors,1,2018-11-05
52-101,9-35,21-27,13,33,46,33,11,7,12,23,134,401070847,Bucks,0,2018-11-08
42-87,10-28,17-22,8,30,38,31,5,6,18,22,111,401070847,Warriors,1,2018-11-08
44-94,12-31,16-23,11,35,46,27,7,8,17,25,116,401070879,Warriors,0,2018-11-12
43-91,5-20,30-34,6,43,49,23,11,5,15,23,121,401070879,Clippers,1,2018-11-12
32-76,4-18,18-22,12,32,44,18,2,5,16,24,86,401070894,Warriors,0,2018-11-15
35-87,16-47,21-26,14,27,41,20,8,4,5,21,107,401070894,Rockets,1,2018-11-15
35-86,5-26,17-21,10,36,46,20,6,4,11,17,92,401070919,Warriors,0,2018-11-18
41-92,10-24,12-17,11,37,48,24,3,5,10,18,104,401070919,Spurs,1,2018-11-18
51-106,13-35,8-15,18,43,61,29,10,5,10,23,123,401070945,Thunder,0,2018-11-21
36-83,7-29,16-24,7,35,42,24,7,10,17,18,95,401070945,Warriors,1,2018-11-21
38-93,9-24,12-22,12,27,39,22,9,2,13,16,97,401070958,Trail Blazers,0,2018-11-23
48-85,17-32,12-16,6,37,43,29,11,10,15,22,125,401070958,Warriors,1,2018-11-23
42-97,11-28,21-29,13,34,47,28,6,4,8,22,116,401070966,Kings,0,2018-11-24
41-88,10-34,25-29,12,42,54,28,5,6,14,24,117,401070966,Warriors,1,2018-11-24
40-90,14-30,16-21,6,28,34,28,11,2,11,21,110,401070981,Magic,0,2018-11-26
41-84,13-35,21-23,10,36,46,21,8,7,14,19,116,401070981,Warriors,1,2018-11-26
50-103,11-30,17-20,17,29,46,27,6,5,14,22,128,401070997,Warriors,0,2018-11-29
47-90,15-38,22-24,7,30,37,25,5,6,14,23,131,401070997,Raptors,1,2018-11-29
40-89,19-46,6-7,6,37,43,32,7,6,17,20,105,401071058,Warriors,0,2018-12-07
36-92,7-39,16-23,15,39,54,18,10,3,18,21,95,401071058,Bucks,1,2018-12-07
38-83,7-25,25-31,9,33,42,28,5,6,16,18,108,401071081,Timberwolves,0,2018-12-10
39-93,19-43,19-21,14,35,49,25,6,5,16,26,116,401071081,Warriors,1,2018-12-10
44-91,9-28,16-19,10,38,48,27,12,3,11,17,113,401071096,Raptors,0,2018-12-12
39-82,6-26,9-13,5,35,40,28,5,11,19,18,93,401071096,Warriors,1,2018-12-12
44-96,15-40,27-36,15,45,60,32,5,0,18,23,130,401071109,Warriors,0,2018-12-14
45-96,15-44,20-25,7,35,42,33,6,3,13,28,125,401071109,Kings,1,2018-12-14
36-79,7-25,14-18,2,39,41,24,6,4,16,23,93,401071130,Grizzlies,0,2018-12-17
37-85,12-31,24-27,6,36,42,23,10,5,10,19,110,401071130,Warriors,1,2018-12-17
38-95,10-31,17-18,10,38,48,18,10,9,12,21,103,401071145,Warriors,0,2018-12-19
37-93,16-42,18-22,10,42,52,30,7,6,16,16,108,401071145,Jazz,1,2018-12-19
43-80,18-23,23-29,5,37,42,23,1,1,15,25,127,401071175,Clippers,0,2018-12-23
42-93,14-40,31-36,15,31,46,22,9,7,7,27,129,401071175,Warriors,1,2018-12-23
47-85,13-33,20-27,6,43,49,27,5,3,12,20,127,401070236,Lakers,0,2018-12-25
38-93,9-36,16-21,7,30,37,28,5,1,13,21,101,401070236,Warriors,1,2018-12-25
38-105,13-40,21-23,11,43,54,20,7,4,14,18,110,401071192,Trail Blazers,0,2018-12-27
45-106,13-44,6-15,14,45,59,36,10,9,15,19,109,401071192,Warriors,1,2018-12-27
40-80,12-25,23-28,5,37,42,27,9,4,12,18,115,401071210,Warriors,0,2018-12-29
39-91,9-31,18-22,11,35,46,18,6,4,13,17,105,401071210,Trail Blazers,1,2018-12-29
46-84,14-28,26-32,7,37,44,31,7,8,15,24,132,401071224,Warriors,0,2018-12-31
37-85,9-26,26-30,7,31,38,20,7,3,13,29,109,401071224,Suns,1,2018-12-31
45-99,21-54,24-28,13,35,48,30,8,5,10,20,135,401071241,Rockets,0,2019-01-03
53-102,14-37,14-15,9,38,47,33,8,6,14,19,134,401071241,Warriors,1,2019-01-03
47-93,21-47,12-14,12,35,47,29,5,8,13,16,127,401071259,Warriors,0,2019-01-05
46-97,20-36,11-14,14,29,43,34,12,0,8,18,123,401071259,Kings,1,2019-01-05
35-88,6-24,19-21,9,30,39,13,11,1,16,12,95,401071281,Knicks,0,2019-01-08
49-96,14-45,10-12,15,34,49,36,9,10,15,14,122,401071281,Warriors,1,2019-01-08
52-98,10-25,17-22,14,40,54,36,8,3,12,25,131,401070215,Pelicans,0,2018-10-17
39-92,16-48,18-24,8,29,37,21,8,7,11,22,112,401070215,Rockets,1,2018-10-17
44-96,16-42,20-30,13,41,54,22,7,4,16,21,124,401070222,Rockets,0,2018-10-20
48-100,8-32,11-18,9,35,44,28,8,10,10,21,115,401070222,Lakers,1,2018-10-20
43-89,15-35,11-15,6,29,35,28,6,6,12,23,112,401070223,Rockets,0,2018-10-21
42-89,5-25,26-26,12,37,49,22,8,7,13,16,115,401070223,Clippers,1,2018-10-21
34-78,10-29,22-28,9,38,47,21,7,5,18,21,100,401070738,Jazz,0,2018-10-24
35-87,11-40,8-14,10,25,35,16,12,5,15,23,89,401070738,Rockets,1,2018-10-24
43-79,12-23,35-38,5,39,44,17,8,4,15,21,133,401070751,Clippers,0,2018-10-26
38-98,15-41,22-25,16,26,42,21,11,7,13,27,113,401070751,Rockets,1,2018-10-26
38-80,8-20,20-23,7,44,51,17,4,4,17,19,104,401070782,Trail Blazers,0,2018-10-30
31-96,10-43,13-23,20,29,49,18,7,9,11,25,85,401070782,Rockets,1,2018-10-30
34-76,15-47,15-16,5,34,39,23,9,6,16,24,98,401070822,Rockets,0,2018-11-05
33-75,8-28,20-30,7,32,39,17,8,3,15,15,94,401070822,Pacers,1,2018-11-05
31-82,11-42,7-10,12,27,39,16,9,3,16,26,80,401070844,Rockets,0,2018-11-08
36-81,9-37,17-24,13,39,52,18,10,4,14,16,98,401070844,Thunder,1,2018-11-08
30-90,9-41,20-29,15,34,49,11,10,5,8,24,89,401070861,Rockets,0,2018-11-10
33-74,10-20,20-27,8,38,46,17,3,5,15,20,96,401070861,Spurs,1,2018-11-10
36-78,11-29,20-26,5,30,35,24,10,6,13,22,103,401070866,Pacers,0,2018-11-11
36-74,20-47,23-32,8,30,38,18,6,5,15,22,115,401070866,Rockets,1,2018-11-11
46-102,11-35,9-12,13,26,39,23,10,3,14,21,112,401070912,Kings,0,2018-11-17
46-81,20-47,20-24,6,35,41,27,9,10,22,20,132,401070912,Rockets,1,2018-11-17
46-97,18-48,21-27,18,30,48,22,8,5,19,31,131,401070977,Rockets,0,2018-11-26
50-89,11-29,24-32,9,29,38,29,7,7,13,29,135,401070977,Wizards,1,2018-11-26
49-98,22-54,16-20,13,36,49,32,9,6,5,22,136,401071007,Rockets,0,2018-11-30
39-86,10-28,17-20,9,32,41,24,4,4,13,18,105,401071007,Spurs,1,2018-11-30
32-74,11-39,16-19,7,27,34,24,9,6,20,27,91,401071029,Rockets,0,2018-12-03
36-82,11-22,20-28,13,29,42,22,11,7,14,16,103,401071029,Timberwolves,1,2018-12-03
34-88,8-36,15-17,14,29,43,13,5,5,23,26,91,401071048,Rockets,0,2018-12-06
45-89,8-32,20-27,12,35,47,26,16,4,12,24,118,401071048,Jazz,1,2018-12-06
38-87,10-25,18-21,13,31,44,20,1,4,14,17,104,401071083,Trail Blazers,0,2018-12-11
42-85,9-29,18-27,12,30,42,22,9,5,7,21,111,401071083,Rockets,1,2018-12-11
43-80,10-32,15-27,7,24,31,23,9,5,12,21,111,401071097,Lakers,0,2018-12-13
42-85,15-34,27-32,15,28,43,24,8,2,13,24,126,401071097,Rockets,1,2018-12-13
35-73,13-37,22-25,6,30,36,23,5,2,12,22,105,401071113,Rockets,0,2018-12-15
40-75,5-23,12-17,6,29,35,20,8,6,14,22,97,401071113,Grizzlies,1,2018-12-15
32-82,10-35,23-31,11,41,52,23,9,4,23,25,97,401071126,Jazz,0,2018-12-17
32-86,12-37,26-31,9,30,39,16,13,7,17,24,102,401071126,Rockets,1,2018-12-17
45-84,10-30,18-23,4,27,31,28,8,2,11,15,118,401071142,Wizards,0,2018-12-19
47-85,26-55,16-21,8,33,41,30,8,2,15,21,136,401071142,Rockets,1,2018-12-19
29-82,18-54,23-30,8,33,41,20,6,3,8,23,99,401071148,Rockets,0,2018-12-20
36-93,9-39,20-34,20,41,61,22,6,4,9,18,101,401071148,Heat,1,2018-12-20
42-88,10-24,7-11,5,38,43,24,3,9,9,17,101,401071164,Spurs,0,2018-12-22
37-95,19-54,15-21,19,39,58,22,4,3,9,18,108,401071164,Rockets,1,2018-12-22
43-98,9-30,14-21,18,34,52,23,12,11,15,22,109,401070234,Thunder,0,2018-12-25
44-97,14-44,11-17,17,37,54,18,9,4,19,25,113,401070234,Rockets,1,2018-12-25
35-81,16-46,22-28,8,31,39,21,9,7,12,20,108,401071205,Rockets,0,2018-12-29
41-92,9-28,13-17,8,37,45,25,7,5,14,23,104,401071205,Pelicans,1,2018-12-29
38-82,6-25,19-30,6,33,39,24,11,4,10,31,101,401071220,Grizzlies,0,2018-12-31
31-70,18-41,33-45,7,39,46,19,5,4,13,25,113,401071220,Rockets,1,2018-12-31
39-84,13-38,10-12,10,30,40,13,6,5,12,22,101,401071258,Rockets,0,2019-01-05
43-94,9-28,15-20,17,30,47,27,7,2,9,11,110,401071258,Trail Blazers,1,2019-01-05
44-91,8-27,20-24,10,39,49,26,11,5,13,25,116,401071286,Bucks,0,2019-01-09
32-85,18-48,27-32,14,32,46,19,4,7,18,18,109,401071286,Rockets,1,2019-01-09
25-84,10-29,23-28,7,21,28,16,11,3,7,18,83,401070695,Grizzlies,0,2018-10-17
47-83,10-26,7-13,13,44,57,29,2,7,20,24,111,401070695,Pacers,1,2018-10-17
38-87,6-18,19-27,9,32,41,14,7,3,17,25,101,401070708,Pacers,0,2018-10-19
44-93,17-46,13-21,11,39,50,27,9,8,17,26,118,401070708,Bucks,1,2018-10-19
36-92,8-26,11-16,12,33,45,18,6,6,15,24,91,401070724,Pacers,0,2018-10-22
36-85,7-33,22-24,8,39,47,24,9,12,15,17,101,401070724,Timberwolves,1,2018-10-22
46-87,17-32,7-8,5,35,40,34,9,5,10,22,116,401070739,Pacers,0,2018-10-24
35-87,6-19,20-21,15,31,46,16,3,3,13,16,96,401070739,Spurs,1,2018-10-24
38-78,10-26,17-18,9,41,50,19,3,3,18,23,103,401070768,Trail Blazers,0,2018-10-29
37-90,6-19,13-20,7,28,35,19,8,5,8,20,93,401070768,Pacers,1,2018-10-29
45-83,6-20,11-17,10,31,41,24,10,10,15,19,107,401070786,Pacers,0,2018-10-31
34-79,12-25,21-24,9,26,35,18,6,6,17,19,101,401070786,Knicks,1,2018-10-31
36-79,10-32,18-22,5,38,43,24,7,8,16,18,100,401070838,76ers,0,2018-11-07
37-94,8-31,12-17,8,33,41,19,9,6,9,21,94,401070838,Pacers,1,2018-11-07
43-79,7-20,17-29,6,33,39,20,10,5,18,26,110,401070851,Pacers,0,2018-11-09
36-80,14-27,16-27,9,29,38,27,6,6,23,27,102,401070851,Heat,1,2018-11-09
35-93,14-36,7-10,13,38,51,21,10,5,16,16,91,401070898,Heat,0,2018-11-16
36-81,14-27,13-15,4,43,47,22,10,6,19,14,99,401070898,Pacers,1,2018-11-16
36-74,11-25,11-16,3,33,36,26,6,10,18,18,94,401070922,Jazz,0,2018-11-19
49-93,12-25,11-17,11,33,44,35,13,3,9,17,121,401070922,Pacers,1,2018-11-19
42-83,10-21,17-24,9,37,46,28,3,4,15,19,111,401070953,Spurs,0,2018-11-23
46-99,3-24,5-9,11,34,45,31,9,2,12,22,100,401070953,Pacers,1,2018-11-23
49-84,9-18,14-17,4,35,39,33,13,4,16,17,121,401070980,Pacers,0,2018-11-26
34-81,8-31,12-17,10,28,38,25,10,4,17,17,88,401070980,Jazz,1,2018-11-26
38-90,11-26,22-29,17,38,55,25,8,6,12,13,109,401070986,Pacers,0,2018-11-27
41-92,10-30,12-18,12,33,45,20,8,6,8,17,104,401070986,Suns,1,2018-11-27
32-86,10-23,22-27,10,34,44,23,14,4,17,22,96,401070998,Pacers,0,2018-11-29
42-86,7-24,13-23,11,39,50,25,8,11,18,23,104,401070998,Lakers,1,2018-11-29
43-82,10-24,14-18,6,36,42,32,11,5,25,26,110,401071017,Pacers,0,2018-12-01
41-91,13-29,16-24,14,32,46,25,10,3,20,16,111,401071017,Kings,1,2018-12-01
44-93,9-26,15-18,11,42,53,26,8,8,9,17,112,401071051,Pacers,0,2018-12-07
36-89,8-33,10-13,9,38,47,20,3,7,14,18,90,401071051,Magic,1,2018-12-07
38-90,9-32,12-15,12,31,43,24,9,8,13,21,97,401071060,Kings,0,2018-12-08
40-92,8-30,19-22,15,37,52,26,7,8,15,17,107,401071060,Pacers,1,2018-12-08
37-88,10-30,17-24,6,28,34,22,13,3,12,22,101,401071072,Wizards,0,2018-12-10
41-76,10-20,17-22,7,43,50,29,7,7,23,25,109,401071072,Pacers,1,2018-12-10
38-91,11-43,10-15,9,34,43,22,6,6,12,18,97,401071088,Bucks,0,2018-12-12
43-91,12-30,15-20,14,40,54,31,7,4,16,13,113,401071088,Pacers,1,2018-12-12
42-95,8-20,21-24,11,36,47,33,7,2,7,22,113,401071105,Pacers,0,2018-12-14
36-88,9-36,20-27,17,32,49,17,5,5,16,21,101,401071105,76ers,1,2018-12-14
37-89,10-32,15-22,13,31,44,21,7,1,15,19,99,401071119,Knicks,0,2018-12-16
40-87,12-34,18-23,11,34,45,28,9,4,13,18,110,401071119,Pacers,1,2018-12-16
38-80,9-20,11-16,9,40,49,19,6,7,20,21,96,401071140,Pacers,0,2018-12-19
38-93,7-30,16-21,11,32,43,20,15,9,9,19,99,401071140,Raptors,1,2018-12-19
28-76,9-35,24-26,6,31,37,21,8,1,22,18,89,401071168,Wizards,0,2018-12-23
43-97,9-30,10-12,16,41,57,24,12,6,17,25,105,401071168,Pacers,1,2018-12-23
43-94,4-17,15-20,12,32,44,24,8,4,14,19,105,401071265,Pacers,0,2019-01-06
44-85,17-33,16-17,8,33,41,30,9,4,15,21,121,401071265,Raptors,1,2019-01-06
